228,39394.08,5784,110229.77,11771,21609.8,76884,77852.29
6,133.5,104,490,0,0,0,0
157,22990.21,551,40111.72,154,13535,37,4452.4
359,72366.09,1012,20849.82,830,4603.5,132591,123466.2
106,9407.29,161,17884.8,0,0,84,9307.8
147,14536.34,2224,32719.34,4976,9185.1,172,13656.2
125,30258.48,626,51516.81,80,10450,69,5081.48
18,2045,1,43.59,0,0,0,0
0,0,1,0,0,0,2,180
1393,292305.42,2271,43041.68,60,82.2,392216,264179.12
0,0,158,5181.57,2528,4572.6,8,295
14,2890,41,7665.04,46,3692,12,844.8
0,0,38,447.44,0,0,0,0
0,0,6,294.2,0,0,0,0
1004,44799.7,26058,33640.21,138089,21569.51,25773,182206.02
7,371,23,346.6,1600,380,0,0
0,0,6,123,0,0,0,0
0,0,109,4428.94,28,3520.9,0,0
0,0,446,384,1400,999,0,0
0,0,3,366,0,0,0,0
0,0,4,26.6,6,797.2,0,0
0,0,4,400,0,0,0,0
1,213,19,687.4,0,0,7,223.5
1,0,4,440.72,13,1375,1,0
0,0,10,697.94,12,783.3,0,0
62,2166.9,385,18023.3,2797,2150.88,13,797
12,5770.6,9,2540.24,8,1100,1,298.5
2,228.93,1,204.05,0,0,0,0
308,22741.8,4175,18680.3,0,0,3099,43653.95
0,0,93,1255.02,480,490.3,2,33
604,99312.54,7308,97453.82,13114,27233.5,190,20675.68
0,0,15,1401.68,5,619.5,0,0
0,0,12,264,400,96,0,0
2,0,18,310.4,340,98.2,0,0
6,0,24,234.2,400,96,1,43
1,46,17,848.28,3,2.71,1,43
33,1482.6,830,15179.51,19916,9250.7,30,721.6
32,0,8,0,3,0,5,0
37,7770,115,24870,80,7200,26,2354
4,340.8,80,2854.16,11,1456.9,1,460
68,5109.4,1970,11097.5,4,760,4468,10769.1
12,532.4,46,3208,6,1350,233,1414
12,533.6,16,1566,0,0,20,820
0,0,8,716.12,30,2019.9,0,0
0,0,1,10.5,0,0,0,0
0,0,31,1027.1,1,0,0,0
0,0,11,1374.8,0,0,0,0
242,24860.82,5980,81105.6,1066,14010,21358,45970.56
30,1044.2,83,3222.4,0,0,91,17431.7
0,0,40,186,0,0,0,0
192,25261.62,2801,43808.88,82,5528,553,13508.4
0,0,0,0,500,1263,0,0
96,16240.5,297,29158.5,38,7150,110,6563.5
276,23444.62,1272,35309.4,10000,3000,3780,72874.22
4,656.2,0,0,0,0,0,0
0,0,2508,1338,0,0,20,1250
8,463.3,291,4852.54,2800,2062,74,2652
10,1466.3,88,5801.1,18,3420,538,6841.4
0,0,1056,2451.76,2100,5121,6,270.6
0,0,10,115.5,0,0,20,880
13,408.5,137,3988.82,281,1088.92,51,1507.8
0,0,0,0,2,0,2,8400
0,0,256,1237.32,5750,1689.4,0,0
0,0,0,0,100,140,0,0
56,5634.7,16,1545.96,7,934.7,10,1235.6
0,0,20,528,0,0,2,200
8,1126.6,0,0,0,0,0,0
0,0,1,0,0,0,1,0
2,1715,1,205.75,0,0,0,0
0,0,13,65.6,100,0,2,0
8,774.6,42,543.8,6,482,9,96.5
0,0,42,1019.6,6,757,0,0
0,0,2187,1296.7,911,524.2,0,0
0,0,2,110.18,2,277.5,0,0
0,0,3,126.4,0,0,0,0
3,818.2,22,3214.6,0,0,8,453.6
48,5107.9,2,125.6,0,0,36,4017.2
0,0,0,0,100,130,0,0
0,0,100,34,0,0,0,0
0,0,6,420,0,0,0,0
0,0,15,2173.72,16,2116.6,0,0
0,0,7,106,0,0,1,8.5
0,0,214,610.6,0,0,60,939.3
0,0,6,1530,0,0,0,0
0,0,1,0,0,0,0,0
2,453,185,8033.42,900,72,16,714.8
0,0,210,418.3,0,0,0,0
0,0,3,16.8,0,0,3,65
0,0,0,0,1,137.5,0,0
0,0,2,154,0,0,0,0
1219,149532.28,185,15236.46,65,5665,186,15123.06
0,0,74,3332,600,144,12,492
3,76.5,3,17.6,0,0,0,0
0,0,20,100,0,0,75,1000
4,848.3,2,13.8,0,0,0,0
0,0,100,34,0,0,0,0
0,0,10,535,0,0,0,0
8,323,0,0,0,0,0,0
1,0,10,243.2,0,0,0,0
12,306,4,30,0,0,0,0
0,0,13,1482,0,0,0,0
4,280,6,188.8,102,500,2,140.8
21,3424.53,13,1050.8,5,610,1,70.4
58,7252.58,4,132.08,0,0,0,0
0,0,58,437.5,500,1075,0,0
0,0,220,536.8,0,0,0,0
0,0,2,367.4,3,412.5,0,0
0,0,1,43.2,0,0,0,0
0,0,0,0,4,550,0,0
1,160,40,567.62,201,185.5,7,624.8
0,0,6,39.9,0,0,0,0
0,0,100,70,0,0,0,0
10,1005.3,22,580.76,0,0,8,432.8
0,0,200,108,0,0,0,0
3,1224.8,2,572.31,1,137.5,2,60070.4
0,0,1273,5770.36,815,1366.25,159,1400.83
12,511.6,5,309.6,0,0,0,0