1,1,30.83,0,1.25,1,1,1,0,202,0
1,0,15.92,2.875,0.085,0,0,0,0,120,0
1,0,24.75,13.665,1.5,0,0,0,0,280,1
1,1,48.75,26.335,0,1,0,0,1,0,0
1,1,23.5,2.75,4.5,0,0,0,0,160,25
1,1,18.58,10.29,0.415,0,0,0,0,80,0
1,1,27.75,1.29,0.25,0,0,0,1,140,0
1,0,31.75,3,0,0,0,0,0,160,20
1,0,24.83,4.5,1,0,0,0,1,360,6
1,1,19,1.75,2.335,0,0,0,1,112,6
1,0,16.33,0.21,0.125,0,0,0,0,200,1
1,0,18.58,10,0.415,0,0,0,0,80,42
1,1,16.25,0,0.25,0,0,0,0,60,0
1,1,23,0.75,0.5,1,0,0,1,320,0
1,1,21.17,0.25,0.25,0,0,0,0,280,204
1,1,17.5,22,0,0,0,0,1,450,100000
1,1,19.17,0,0,0,0,0,1,500,1
1,1,36.75,0.125,1.5,0,0,0,1,232,113
1,1,21.25,1.5,1.5,0,0,0,0,150,8
1,0,18.08,0.375,10,0,0,0,1,300,0
1,0,33.67,0.375,0.375,0,0,0,0,300,44
1,1,48.58,0.205,0.25,1,1,11,0,380,2732
1,1,33.67,1.25,1.165,0,0,0,0,120,0
1,0,29.5,1.085,1,0,0,0,0,280,13
1,1,30.17,1.085,0.04,0,0,0,0,170,179
1,1,34.83,2.5,3,0,0,0,0,200,0
1,0,33.25,2.5,2.5,0,0,0,1,0,2
1,1,34.08,2.5,1,0,0,0,0,460,16
1,0,25.25,12.5,1,0,0,0,1,180,1062
1,1,34.75,2.5,0.5,0,0,0,0,348,0
1,1,27.67,0.75,0.165,0,0,0,1,220,251
1,1,47.33,6.5,1,0,0,0,1,0,228
1,0,34.83,1.25,0.5,0,0,0,1,160,0
1,0,33.25,3,2,0,0,0,0,180,0
1,1,28,3,0.75,0,0,0,1,300,67
1,0,39.08,4,3,0,0,0,0,480,0
1,1,42.75,4.085,0.04,0,0,0,0,108,100
1,1,26.92,2.25,0.5,0,0,0,1,640,4000
1,1,33.75,2.75,0,0,0,0,0,180,0
1,1,38.92,1.75,0.5,0,0,0,1,300,2
1,1,62.75,7,0,0,0,0,0,0,12
1,1,26.75,4.5,2.5,0,0,0,0,200,1210
1,1,63.33,0.54,0.585,1,1,3,1,180,0
1,1,27.83,1.5,2.25,0,1,1,1,100,3
1,0,26.17,2,0,0,0,0,1,276,1
1,1,22.17,0.585,0,0,0,0,0,100,0
1,1,22.5,11.5,1.5,0,0,0,1,0,4000
1,1,30.75,1.585,0.585,0,0,0,1,0,0
1,1,36.67,2,0.25,0,0,0,1,221,0
1,0,16,0.165,1,0,1,2,1,320,1
1,1,41.17,1.335,0.165,0,0,0,0,168,0
1,0,19.5,0.165,0.04,0,0,0,1,380,0
1,1,32.42,3,0.165,0,0,0,1,120,0
1,0,36.75,4.71,0,0,0,0,0,160,0
1,0,30.25,5.5,5.5,0,0,0,1,100,0
1,1,23.08,2.5,0.085,0,0,0,1,100,4208
1,1,26.83,0.54,0,0,0,0,0,100,0
1,1,16.92,0.335,0.29,0,0,0,0,200,0
1,1,24.42,2,0.165,0,1,2,0,320,1300
1,1,42.83,1.25,13.875,0,1,1,1,352,112
1,0,22.75,6.165,0.165,0,0,0,0,220,1000
1,1,39.42,1.71,0.165,0,0,0,0,400,0
1,0,23.58,11.5,3,0,0,0,1,20,16
1,1,21.42,0.75,0.75,0,0,0,1,132,2
1,1,33,2.5,7,0,0,0,1,280,0
1,1,26.33,13,0,0,0,0,1,140,1110
1,0,45,4.585,1,0,0,0,1,240,0
1,1,26.25,1.54,0.125,0,0,0,0,100,0
1,0,20.83,0.5,1,0,0,0,0,260,0
1,1,28.67,14.5,0.125,0,0,0,0,0,286
1,1,20.67,0.835,2,0,0,0,1,240,0
1,1,34.42,1.335,0.125,0,0,0,1,440,4500
1,1,33.58,0.25,4,0,0,0,1,420,0
1,1,43.17,5,2.25,0,0,0,1,141,0
1,0,22.67,7,0.165,0,0,0,0,160,0
1,0,24.33,2.5,4.5,0,0,0,0,200,456
1,0,56.83,4.25,5,0,0,0,1,0,4
1,1,22.08,11.46,1.585,0,0,0,1,100,1212
1,1,34,5.5,1.5,0,0,0,1,60,0
1,1,22.58,1.5,0.54,0,0,0,1,120,67
1,1,21.17,0,0.5,0,0,0,1,0,0
1,1,26.67,14.585,0,0,0,0,1,178,0
1,1,22.92,0.17,0.085,0,0,0,0,0,0
1,1,15.17,7,1,0,0,0,0,600,0
1,1,39.92,5,0.21,0,0,0,0,550,0
1,1,27.42,12.5,0.25,0,0,0,1,720,0
1,1,24.75,0.54,1,0,0,0,1,120,1
1,1,41.17,1.25,0.25,0,0,0,0,0,195
1,0,33.08,1.625,0.54,0,0,0,1,0,0
1,1,29.83,2.04,0.04,0,0,0,0,128,1
1,0,23.58,0.585,0.125,0,0,0,0,120,87
1,1,26.17,12.5,1.25,0,0,0,1,0,17
1,1,31,2.085,0.085,0,0,0,0,300,0
1,1,20.75,5.085,0.29,0,0,0,0,140,184
1,1,28.92,0.375,0.29,0,0,0,0,220,140
1,0,51.92,6.5,3.085,0,0,0,1,73,0
1,0,22.67,0.335,0.75,0,0,0,0,160,0
1,1,34,5.085,1.085,0,0,0,1,480,0
1,0,69.5,6,0,0,0,0,0,0,0
1,0,19.58,0.665,1,0,1,1,0,2000,2
1,1,16,3.125,0.085,0,1,1,0,0,6
1,1,17.08,0.25,0.335,0,1,4,0,160,8
1,1,31.25,2.835,0,0,1,5,0,176,146
1,1,25.17,3,1.25,0,1,1,0,0,22
1,0,22.67,0.79,0.085,0,0,0,0,144,0
1,1,40.58,1.5,0,0,0,0,0,300,0
1,1,22.25,0.46,0.125,0,0,0,1,280,55
1,0,22.25,1.25,3.25,0,0,0,0,280,0
1,1,22.5,0.125,0.125,0,0,0,0,200,70
1,1,23.58,1.79,0.54,0,0,0,1,136,1
1,1,38.42,0.705,0.375,0,1,2,0,225,500
1,0,26.58,2.54,0,0,0,0,1,180,60
1,1,35,2.5,1,0,0,0,1,210,0
1,1,20.42,1.085,1.5,0,0,0,0,108,7
1,1,29.42,1.25,1.75,0,0,0,0,200,0
1,1,26.17,0.835,1.165,0,0,0,0,100,0
1,1,33.67,2.165,1.5,0,0,0,0,120,0
1,1,24.58,1.25,0.25,0,0,0,0,110,0
1,0,27.67,2.04,0.25,0,0,0,1,180,50
1,1,37.5,0.835,0.04,0,0,0,0,120,5
1,1,49.17,2.29,0.29,0,0,0,0,200,3
1,1,33.58,0.335,0.085,0,0,0,0,180,0
1,1,51.83,3,1.5,0,0,0,0,180,4
1,1,22.92,3.165,0.165,0,0,0,0,160,1058
1,1,21.83,1.54,0.085,0,0,0,1,356,0
1,1,25.25,1,0.5,0,0,0,0,200,0
1,1,58.58,2.71,2.415,0,0,0,1,320,0
1,1,19,0,0,0,1,4,0,45,1
1,1,19.58,0.585,0,0,1,3,0,350,769
1,0,53.33,0.165,0,0,0,0,1,62,27
1,0,27.17,1.25,0,0,1,1,0,92,300
1,1,25.92,0.875,0.375,0,1,2,1,174,3
1,1,23.08,0,1,0,1,11,0,0,0
1,1,39.58,5,0,0,1,2,0,17,1
1,1,30.58,2.71,0.125,0,0,0,1,80,0
1,1,17.25,3,0.04,0,0,0,1,160,40
1,0,17.67,0,0,0,0,0,0,86,0
1,1,16.5,0.125,0.165,0,0,0,0,132,0
1,0,27.33,1.665,0,0,0,0,0,340,1
1,1,31.25,1.125,0,0,1,1,0,96,19
1,1,20,7,0.5,0,0,0,0,0,0
1,1,39.5,1.625,1.5,0,0,0,0,0,316
1,1,36.5,4.25,3.5,0,0,0,0,454,50
1,1,52.42,1.5,3.75,0,0,0,1,0,350
1,1,36.17,18.125,0.085,0,0,0,0,320,3552
1,1,29.67,0.75,0.04,0,0,0,0,240,0
1,1,36.17,5.5,5,0,0,0,0,210,687
1,1,25.67,0.29,1.5,0,0,0,1,160,0
1,0,24.5,2.415,0,0,0,0,0,120,0
1,1,24.08,0.875,0.085,0,1,4,0,254,1950
1,1,21.92,0.5,0.125,0,0,0,0,360,0
1,0,36.58,0.29,0,0,1,10,0,200,18
1,0,23,1.835,0,0,1,1,0,200,53
1,0,27.58,3,2.79,0,1,1,1,280,10
1,1,31.08,3.085,2.5,0,1,2,1,160,41
1,0,30.42,1.375,0.04,0,1,3,0,0,33
1,1,22.08,2.335,0.75,0,0,0,0,180,0
1,1,16.33,4.085,0.415,0,0,0,1,120,0
1,0,21.92,11.665,0.085,0,0,0,0,320,5
1,1,21.08,4.125,0.04,0,0,0,0,140,100
1,1,17.42,6.5,0.125,0,0,0,0,60,100
1,1,19.17,4,1,0,0,0,1,360,1000
1,1,20.67,0.415,0.125,0,0,0,0,0,44
1,1,26.75,2,0.75,0,0,0,1,80,0
1,1,23.58,0.835,0.085,0,0,0,1,220,5
1,1,39.17,2.5,10,0,0,0,1,200,0
1,1,22.75,11.5,0.415,0,0,0,0,0,0
1,0,16.92,0.5,0.165,0,1,6,1,240,35
1,1,23.5,3.165,0.415,0,1,1,1,280,80
1,0,17.33,9.5,1.75,0,1,10,1,0,10
1,1,23.75,0.415,0.04,0,1,2,0,128,6
1,1,34.67,1.08,1.165,0,0,0,0,28,0
1,1,74.83,19,0.04,0,1,2,0,0,351
1,1,28.17,0.125,0.085,0,0,0,0,216,2100
1,1,24.5,13.335,0.04,0,0,0,1,120,475
1,1,18.83,3.54,0,0,0,0,1,180,1
1,0,47.25,0.75,2.75,1,1,1,0,333,892
1,1,24.17,0.875,4.625,1,1,2,1,520,2000
1,1,39.25,9.5,6.5,1,1,14,0,240,4607
1,0,20.5,11.835,6,1,0,0,0,340,0
1,0,18.83,4.415,3,1,0,0,0,240,0
1,1,19.17,9.5,1.5,1,0,0,0,120,2206
1,0,25,0.875,1.04,1,0,0,1,160,5860
1,1,20.17,9.25,1.665,1,1,3,1,40,28
1,1,25.75,0.5,1.46,1,1,5,1,312,0
1,1,20.42,7,1.625,1,1,3,0,200,1391
1,1,39,5,3.5,1,1,10,1,0,0
1,0,64.08,0.165,0,1,1,1,0,232,100
1,1,28.25,5.125,4.75,1,1,2,0,420,7
1,0,28.75,3.75,1.085,1,1,1,1,371,0
1,1,31.33,19.5,7,1,1,16,0,0,5000
1,0,18.92,9,0.75,1,1,2,0,88,591
1,0,24.75,3,1.835,1,1,19,0,0,500
1,0,30.67,12,2,1,1,1,0,220,19
1,1,21,4.79,2.25,1,1,1,1,80,300
1,1,13.75,4,1.75,1,1,2,1,120,1000
1,0,46,4,0,1,0,0,0,100,960
1,0,44.33,0,2.5,1,0,0,0,0,0
1,1,20.25,9.96,0,1,0,0,0,0,0
1,1,22.67,2.54,2.585,1,0,0,0,0,0
1,0,60.92,5,4,1,1,4,0,0,99
1,1,16.08,0.75,1.75,1,1,5,1,352,690
1,0,28.17,0.375,0.585,1,1,4,0,80,0
1,1,39.17,1.71,0.125,1,1,5,1,480,0
1,0,30,5.29,2.25,1,1,5,1,99,500
1,1,22.83,3,1.29,1,1,1,0,260,800
1,0,22.5,8.5,1.75,1,1,10,0,80,990
1,0,28.58,1.665,2.415,1,0,0,1,440,0
1,1,45.17,1.5,2.5,1,0,0,1,140,0
1,1,41.58,1.75,0.21,1,0,0,0,160,0
1,0,57.08,0.335,1,1,0,0,1,252,2197
1,0,55.75,7.08,6.75,1,1,3,1,100,50
1,1,43.25,25.21,0.21,1,1,1,0,760,90
1,0,25.33,2.085,2.75,1,0,0,1,360,1
1,0,24.58,0.67,1.75,1,0,0,0,400,0
1,1,43.17,2.25,0.75,1,0,0,0,560,0
1,1,40.92,0.835,0,1,0,0,0,130,1
1,1,31.83,2.5,7.5,1,0,0,1,523,0
1,0,33.92,1.585,0,1,0,0,0,320,0
1,0,24.92,1.25,0,1,0,0,0,80,0
1,1,35.25,3.165,3.75,1,0,0,1,680,0
1,1,34.25,1.75,0.25,1,0,0,1,163,0
1,1,19.42,1.5,2,1,0,0,1,100,20
1,1,42.75,3,1,1,0,0,0,0,200
1,1,19.67,10,0.835,1,0,0,1,140,0
1,1,36.33,3.79,1.165,1,0,0,1,200,0
1,1,30.08,1.04,0.5,1,1,10,1,132,28
1,1,44.25,11,1.5,1,0,0,0,0,0
1,1,23.58,0.46,2.625,1,1,6,1,208,347
1,1,23.92,1.5,1.875,1,1,6,0,200,327
1,1,33.17,1,0.75,1,1,7,1,340,4071
1,1,48.33,12,16,1,0,0,0,110,0
1,1,76.75,22.29,12.75,1,1,1,1,0,109
1,1,51.33,10,0,1,1,11,0,0,1249
1,1,34.75,15,5.375,1,1,9,1,0,134
1,1,38.58,3.335,4,1,1,14,0,383,1344
1,0,22.42,11.25,0.75,1,1,4,0,0,321
1,1,41.92,0.42,0.21,1,1,6,0,220,948
1,1,29.58,4.5,7.5,1,1,2,1,330,0
1,0,32.17,1.46,1.085,1,1,16,0,120,2079
1,1,51.42,0.04,0.04,1,0,0,0,0,3000
1,0,22.83,2.29,2.29,1,1,7,1,140,2384
1,0,25,12.33,3.5,1,1,6,0,400,458
1,1,26.75,1.125,1.25,1,0,0,0,0,5298
1,1,23.33,1.5,1.415,1,0,0,0,422,200
1,1,24.42,12.335,1.585,1,0,0,1,120,0
1,1,42.17,5.04,12.75,1,0,0,1,92,0
1,0,20.83,3,0.04,1,0,0,0,100,0
1,0,52.5,7,3,0,0,0,0,0,0
1,1,36.17,0.42,0.29,0,0,0,1,309,2
1,1,37.33,2.665,0.165,0,0,0,1,0,501
1,0,20.83,8.5,0.165,0,0,0,0,0,351
1,1,24.08,9,0.25,0,0,0,1,0,0
1,1,25.58,0.335,3.5,0,0,0,1,340,0
1,0,35.17,3.75,0,0,1,6,0,0,200
1,1,48.08,3.75,1,0,0,0,0,100,2
1,0,15.83,7.625,0.125,0,1,1,1,0,160
1,0,22.5,0.415,0.335,0,0,0,1,144,0
1,1,21.5,11.5,0.5,1,0,0,1,100,68
1,0,23.58,0.83,0.415,0,1,1,1,200,11
1,0,21.08,5,0,0,0,0,0,0,0
1,1,25.67,3.25,2.29,0,1,1,1,416,21
1,0,38.92,1.665,0.25,0,0,0,0,0,390
1,0,15.75,0.375,1,0,0,0,0,120,18
1,0,28.58,3.75,0.25,0,1,1,1,40,154
1,1,22.25,9,0.085,0,0,0,0,0,0
1,1,29.83,3.5,0.165,0,0,0,0,216,0
1,0,23.5,1.5,0.875,0,0,0,1,160,0
1,1,32.08,4,1.5,0,0,0,1,120,0
1,1,31.08,1.5,0.04,0,0,0,0,160,0
1,1,31.83,0.04,0.04,0,0,0,0,0,0
1,0,21.75,11.75,0.25,0,0,0,1,180,0
1,0,17.92,0.54,1.75,0,1,1,1,80,5
1,1,30.33,0.5,0.085,0,0,0,1,252,0
1,1,51.83,2.04,1.5,0,0,0,0,120,1
1,1,47.17,5.835,5.5,0,0,0,0,465,150
1,1,25.83,12.835,0.5,0,0,0,0,0,2
1,0,50.25,0.835,0.5,0,0,0,1,240,117
1,0,37.33,2.5,0.21,0,0,0,0,260,246
1,0,41.58,1.04,0.665,0,0,0,0,240,237
1,0,30.58,10.665,0.085,0,1,12,1,129,3
1,1,19.42,7.25,0.04,0,1,1,0,100,1
1,0,17.92,10.21,0,0,0,0,0,0,50
1,0,20.08,1.25,0,0,0,0,0,0,0
1,1,19.5,0.29,0.29,0,0,0,0,280,364
1,1,27.83,1,3,0,0,0,0,176,537
1,1,17.08,3.29,0.335,0,0,0,1,140,2
1,1,36.42,0.75,0.585,0,0,0,0,240,3
1,1,40.58,3.29,3.5,0,0,0,1,400,0
1,1,21.08,10.085,1.25,0,0,0,0,260,0
1,0,22.67,0.75,2,0,1,2,1,200,394
1,0,25.25,13.5,2,0,1,1,1,200,1
1,1,17.92,0.205,0.04,0,0,0,0,280,750
1,1,35,3.375,8.29,0,0,0,1,0,0
